Name,Current_Season,Next_Season,Current_Team,Next_Team,Current_Age,Target_Age,Current_PA,Target_PA,Current_wRC+,Target_wRC+,Current_wOBA,Target_wOBA,Current_BB%,Target_BB%,Current_K%,Target_K%,Current_ISO,Target_ISO,Current_AVG,Target_AVG,Current_BABIP,Target_BABIP,Current_Barrel%,Target_Barrel%,Current_HardHit%,Target_HardHit%,Current_Park_Factor,Next_Park_Factor
Josh Smith,2024,2025,TEX,TEX,26,27,592,563,112,100,0.323,0.311,0.078,0.098,0.204,0.178,0.136,0.115,0.258,0.251,0.311,0.295,0.037,0.05,0.371,0.31,101,101
Josh VanMeter,2021,2022,ARI,PIT,26,27,310,192,77,56,0.287,0.251,0.106,0.099,0.268,0.2339999999999999,0.142,0.105,0.212,0.187,0.278,0.232,0.052,0.047,0.368,0.336,101,101
Joshua Fuentes,2020,2021,COL,COL,27,28,103,284,86,46,0.323,0.261,0.019,0.042,0.282,0.2289999999999999,0.133,0.125,0.306,0.225,0.406,0.27,0.0139999999999999,0.024,0.239,0.275,112,112
Juan Soto,2020,2021,WSN,WSN,21,22,196,654,202,164,0.478,0.42,0.209,0.222,0.143,0.142,0.344,0.221,0.351,0.313,0.363,0.332,0.183,0.133,0.516,0.527,101,101
Juan Soto,2021,2022,WSN,MULTI,22,23,654,664,164,146,0.42,0.376,0.222,0.203,0.142,0.145,0.221,0.21,0.313,0.242,0.332,0.249,0.133,0.124,0.527,0.473,101,100
Juan Soto,2022,2023,MULTI,SDP,23,24,664,708,146,154,0.376,0.395,0.203,0.186,0.145,0.182,0.21,0.245,0.242,0.275,0.249,0.296,0.124,0.13,0.473,0.5529999999999999,100,96
Juan Soto,2023,2024,SDP,NYY,24,25,708,713,154,181,0.395,0.421,0.186,0.181,0.182,0.1669999999999999,0.245,0.281,0.275,0.288,0.296,0.298,0.13,0.1969999999999999,0.5529999999999999,0.568,96,100
Juan Soto,2024,2025,NYY,NYM,25,26,713,715,181,156,0.421,0.39,0.181,0.178,0.1669999999999999,0.192,0.281,0.262,0.288,0.263,0.298,0.27,0.1969999999999999,0.181,0.568,0.551,100,97
Julio Rodriguez,2022,2023,SEA,SEA,21,22,560,714,148,128,0.366,0.347,0.071,0.066,0.259,0.245,0.225,0.209,0.284,0.275,0.345,0.33,0.131,0.119,0.507,0.52,91,91
Julio Rodriguez,2023,2024,SEA,SEA,22,23,714,613,128,116,0.347,0.321,0.066,0.062,0.245,0.254,0.209,0.136,0.275,0.273,0.33,0.344,0.119,0.102,0.52,0.484,91,91
Julio Rodriguez,2024,2025,SEA,SEA,23,24,613,710,116,126,0.321,0.341,0.062,0.062,0.254,0.214,0.136,0.207,0.273,0.267,0.344,0.302,0.102,0.098,0.484,0.48,91,91
Jung Hoo Lee,2024,2025,SFG,SFG,25,26,158,617,83,107,0.284,0.32,0.063,0.076,0.0819999999999999,0.115,0.069,0.141,0.262,0.266,0.273,0.291,0.045,0.037,0.418,0.32,97,97
Junior Caminero,2024,2025,TBR,TBR,20,21,177,653,105,129,0.309,0.357,0.062,0.063,0.215,0.191,0.176,0.271,0.248,0.264,0.289,0.26,0.118,0.14,0.457,0.514,96,96
Jurickson Profar,2020,2021,SDP,SDP,27,28,202,412,113,87,0.335,0.293,0.074,0.119,0.139,0.158,0.15,0.093,0.278,0.227,0.293,0.266,0.032,0.027,0.2769999999999999,0.301,96,96
Jurickson Profar,2021,2022,SDP,SDP,28,29,412,658,87,110,0.293,0.32,0.119,0.111,0.158,0.157,0.093,0.148,0.227,0.243,0.266,0.272,0.027,0.04,0.301,0.3429999999999999,96,96
Jurickson Profar,2022,2023,SDP,MULTI,29,30,658,521,110,78,0.32,0.304,0.111,0.096,0.157,0.173,0.148,0.126,0.243,0.242,0.272,0.279,0.04,0.04,0.3429999999999999,0.317,96,100
Jurickson Profar,2023,2024,MULTI,SDP,30,31,521,668,78,139,0.304,0.365,0.096,0.114,0.173,0.151,0.126,0.179,0.242,0.28,0.279,0.302,0.04,0.072,0.317,0.444,100,96
Jurickson Profar,2024,2025,SDP,ATL,31,32,668,371,139,122,0.365,0.346,0.114,0.129,0.151,0.159,0.179,0.189,0.28,0.245,0.302,0.261,0.072,0.073,0.444,0.402,96,100
Justin Turner,2020,2021,LAD,LAD,35,36,175,612,138,126,0.376,0.358,0.103,0.1,0.149,0.16,0.153,0.193,0.307,0.278,0.347,0.292,0.1119999999999999,0.079,0.44,0.424,100,100
Justin Turner,2021,2022,LAD,LAD,36,37,612,532,126,123,0.358,0.343,0.1,0.094,0.16,0.1669999999999999,0.193,0.16,0.278,0.278,0.292,0.313,0.079,0.08,0.424,0.406,100,100
Justin Turner,2022,2023,LAD,BOS,37,38,532,626,123,116,0.343,0.346,0.094,0.081,0.1669999999999999,0.176,0.16,0.179,0.278,0.276,0.313,0.304,0.08,0.057,0.406,0.39,100,107
Justin Turner,2023,2024,BOS,MULTI,38,39,626,539,116,116,0.346,0.327,0.081,0.109,0.176,0.176,0.179,0.124,0.276,0.259,0.304,0.299,0.057,0.046,0.39,0.325,107,100
Justin Turner,2024,2025,MULTI,CHC,39,40,539,191,116,71,0.327,0.268,0.109,0.089,0.176,0.1939999999999999,0.124,0.095,0.259,0.219,0.299,0.256,0.046,0.037,0.325,0.309,100,97
Justin Upton,2020,2021,LAA,LAA,32,33,166,362,91,91,0.307,0.305,0.066,0.108,0.259,0.296,0.218,0.198,0.204,0.211,0.219,0.254,0.086,0.1159999999999999,0.4379999999999999,0.414,100,100
Justyn-Henry Malloy,2024,2025,DET,DET,24,25,230,127,88,92,0.291,0.301,0.1,0.157,0.37,0.252,0.163,0.087,0.203,0.221,0.297,0.301,0.109,0.0409999999999999,0.37,0.311,98,98
Ke'Bryan Hayes,2021,2022,PIT,PIT,24,25,396,560,85,86,0.301,0.294,0.078,0.086,0.22,0.218,0.116,0.101,0.257,0.244,0.321,0.307,0.051,0.039,0.4579999999999999,0.4679999999999999,101,101
Ke'Bryan Hayes,2022,2023,PIT,PIT,25,26,560,525,86,101,0.294,0.324,0.086,0.053,0.218,0.198,0.101,0.182,0.244,0.271,0.307,0.315,0.039,0.074,0.4679999999999999,0.483,101,101
Ke'Bryan Hayes,2023,2024,PIT,PIT,26,27,525,396,101,60,0.324,0.256,0.053,0.0579999999999999,0.198,0.1889999999999999,0.182,0.058,0.271,0.233,0.315,0.279,0.074,0.024,0.483,0.429,101,101
Ke'Bryan Hayes,2024,2025,PIT,MULTI,27,28,396,570,60,65,0.256,0.266,0.0579999999999999,0.063,0.1889999999999999,0.195,0.058,0.07,0.233,0.235,0.279,0.289,0.024,0.045,0.429,0.423,101,100
Keibert Ruiz,2022,2023,WSN,WSN,23,24,433,562,92,93,0.299,0.31,0.069,0.055,0.115,0.103,0.109,0.149,0.251,0.26,0.271,0.263,0.037,0.0579999999999999,0.3229999999999999,0.319,101,101
Keibert Ruiz,2023,2024,WSN,WSN,24,25,562,485,93,70,0.31,0.268,0.055,0.033,0.103,0.111,0.149,0.131,0.26,0.229,0.263,0.232,0.0579999999999999,0.032,0.319,0.256,101,101
Keibert Ruiz,2024,2025,WSN,WSN,25,26,485,267,70,65,0.268,0.262,0.033,0.03,0.111,0.0969999999999999,0.131,0.071,0.229,0.247,0.232,0.268,0.032,0.022,0.256,0.309,101,101
Kerry Carpenter,2022,2023,DET,DET,24,25,113,459,125,121,0.342,0.347,0.053,0.07,0.283,0.251,0.233,0.194,0.252,0.278,0.303,0.338,0.111,0.102,0.361,0.4379999999999999,98,98
Kerry Carpenter,2023,2024,DET,DET,25,26,459,296,121,158,0.347,0.39,0.07,0.074,0.251,0.253,0.194,0.303,0.278,0.284,0.338,0.328,0.102,0.1689999999999999,0.4379999999999999,0.451,98,98
Kerry Carpenter,2024,2025,DET,DET,26,27,296,464,158,115,0.39,0.335,0.074,0.039,0.253,0.228,0.303,0.245,0.284,0.252,0.328,0.274,0.1689999999999999,0.123,0.451,0.462,98,98
Keston Hiura,2020,2021,MIL,MIL,23,24,246,197,88,53,0.304,0.25,0.065,0.071,0.346,0.391,0.198,0.133,0.212,0.168,0.273,0.269,0.142,0.152,0.396,0.414,97,97
Keston Hiura,2021,2022,MIL,MIL,24,25,197,266,53,115,0.25,0.334,0.071,0.086,0.391,0.417,0.133,0.222,0.168,0.226,0.269,0.355,0.152,0.153,0.414,0.452,97,97
Ketel Marte,2020,2021,ARI,ARI,26,27,195,374,94,141,0.316,0.385,0.036,0.083,0.108,0.16,0.122,0.215,0.287,0.318,0.311,0.352,0.037,0.089,0.405,0.484,101,101
Ketel Marte,2021,2022,ARI,ARI,27,28,374,558,141,102,0.385,0.317,0.083,0.099,0.16,0.181,0.215,0.167,0.318,0.24,0.352,0.276,0.089,0.061,0.484,0.419,101,101
Ketel Marte,2022,2023,ARI,ARI,28,29,558,650,102,126,0.317,0.361,0.099,0.109,0.181,0.168,0.167,0.209,0.24,0.276,0.276,0.3,0.061,0.08,0.419,0.428,101,101
Ketel Marte,2023,2024,ARI,ARI,29,30,650,583,126,152,0.361,0.391,0.109,0.111,0.168,0.182,0.209,0.268,0.276,0.292,0.3,0.299,0.08,0.123,0.428,0.536,101,101
Ketel Marte,2024,2025,ARI,ARI,30,31,583,556,152,145,0.391,0.381,0.111,0.115,0.182,0.149,0.268,0.233,0.292,0.283,0.299,0.29,0.123,0.135,0.536,0.47,101,101
Kevin Kiermaier,2020,2021,TBR,TBR,30,31,159,390,94,101,0.301,0.31,0.126,0.085,0.264,0.254,0.145,0.129,0.217,0.259,0.29,0.345,0.063,0.04,0.417,0.364,96,96
Kevin Kiermaier,2021,2022,TBR,TBR,31,32,390,221,101,89,0.31,0.286,0.085,0.063,0.254,0.276,0.129,0.141,0.259,0.228,0.345,0.29,0.04,0.069,0.364,0.386,96,96
Kevin Kiermaier,2022,2023,TBR,TOR,32,33,221,408,89,103,0.286,0.32,0.063,0.071,0.276,0.211,0.141,0.154,0.228,0.265,0.29,0.321,0.069,0.035,0.386,0.332,96,100
Kevin Kiermaier,2023,2024,TOR,MULTI,33,34,408,281,103,54,0.32,0.241,0.071,0.043,0.211,0.306,0.154,0.116,0.265,0.197,0.321,0.272,0.035,0.039,0.332,0.298,100,100
Kevin Newman,2020,2021,PIT,PIT,26,27,172,554,53,52,0.251,0.249,0.07,0.049,0.122,0.074,0.051,0.083,0.224,0.226,0.25,0.236,0.0069999999999999,0.016,0.283,0.26,101,101
Kevin Newman,2021,2022,PIT,PIT,27,28,554,309,52,92,0.249,0.303,0.049,0.052,0.074,0.155,0.083,0.097,0.226,0.274,0.236,0.322,0.016,0.016,0.26,0.272,101,101
Kevin Newman,2022,2023,PIT,CIN,28,29,309,253,92,79,0.303,0.296,0.052,0.067,0.155,0.134,0.097,0.111,0.274,0.253,0.322,0.28,0.016,0.025,0.272,0.293,101,105
Kevin Newman,2023,2024,CIN,ARI,29,30,253,311,79,89,0.296,0.298,0.067,0.048,0.134,0.154,0.111,0.097,0.253,0.278,0.28,0.322,0.025,0.016,0.293,0.2339999999999999,105,101
Kevin Newman,2024,2025,ARI,LAA,30,31,311,116,89,27,0.298,0.209,0.048,0.009,0.154,0.198,0.097,0.07,0.278,0.202,0.322,0.236,0.016,0.022,0.2339999999999999,0.293,101,100
Kevin Pillar,2020,2021,MULTI,NYM,31,32,223,347,105,88,0.341,0.297,0.0579999999999999,0.032,0.184,0.233,0.173,0.185,0.288,0.231,0.335,0.261,0.054,0.073,0.365,0.318,100,97
Kevin Pillar,2023,2024,ATL,MULTI,34,35,206,314,72,89,0.28,0.293,0.0289999999999999,0.051,0.243,0.22,0.188,0.148,0.228,0.229,0.255,0.271,0.08,0.037,0.387,0.297,100,100
Kevin Plawecki,2021,2022,BOS,MULTI,30,31,173,186,100,60,0.325,0.259,0.069,0.075,0.15,0.172,0.102,0.065,0.287,0.22,0.328,0.265,0.061,0.0,0.348,0.377,107,100
Kevin Smith,2022,2023,OAK,OAK,25,26,151,146,46,49,0.226,0.236,0.046,0.034,0.278,0.349,0.122,0.141,0.18,0.185,0.237,0.253,0.078,0.09,0.3329999999999999,0.36,97,97
Kody Clemens,2022,2023,DET,PHI,26,27,127,148,39,72,0.22,0.281,0.063,0.054,0.26,0.27,0.162,0.137,0.145,0.23,0.148,0.295,0.0579999999999999,0.061,0.372,0.4039999999999999,98,101
Kody Clemens,2023,2024,PHI,PHI,27,28,148,120,72,90,0.281,0.301,0.054,0.042,0.27,0.242,0.137,0.228,0.23,0.219,0.295,0.25,0.061,0.071,0.4039999999999999,0.424,101,101
Kody Clemens,2024,2025,PHI,MULTI,28,29,120,386,90,95,0.301,0.307,0.042,0.075,0.242,0.241,0.228,0.221,0.219,0.213,0.25,0.231,0.071,0.12,0.424,0.483,101,100
Kole Calhoun,2020,2021,ARI,ARI,32,33,228,182,125,81,0.362,0.292,0.123,0.0819999999999999,0.2189999999999999,0.225,0.3,0.139,0.226,0.235,0.211,0.281,0.118,0.063,0.382,0.389,101,101
Kole Calhoun,2021,2022,ARI,TEX,33,34,182,424,81,66,0.292,0.26,0.0819999999999999,0.064,0.225,0.321,0.139,0.134,0.235,0.196,0.281,0.263,0.063,0.098,0.389,0.482,101,101
Kole Calhoun,2022,2023,TEX,CLE,34,35,424,174,66,80,0.26,0.286,0.064,0.075,0.321,0.213,0.134,0.159,0.196,0.217,0.263,0.241,0.098,0.066,0.482,0.352,101,97
Kolten Wong,2020,2021,STL,MIL,29,30,208,492,92,109,0.305,0.337,0.096,0.063,0.144,0.1689999999999999,0.061,0.175,0.265,0.272,0.311,0.305,0.006,0.055,0.266,0.348,100,97
Kolten Wong,2021,2022,MIL,MIL,30,31,492,497,109,117,0.337,0.336,0.063,0.093,0.1689999999999999,0.177,0.175,0.179,0.272,0.251,0.305,0.28,0.055,0.054,0.348,0.355,97,97
Kolten Wong,2022,2023,MIL,MULTI,31,32,497,250,117,50,0.336,0.236,0.093,0.072,0.177,0.212,0.179,0.08,0.251,0.183,0.28,0.218,0.054,0.017,0.355,0.27,97,100
Kris Bryant,2020,2021,CHC,MULTI,28,29,147,586,77,124,0.285,0.356,0.0819999999999999,0.106,0.272,0.23,0.145,0.216,0.206,0.265,0.264,0.313,0.055,0.103,0.319,0.4,97,100
Kris Bryant,2021,2022,MULTI,COL,29,30,586,181,124,127,0.356,0.37,0.106,0.094,0.23,0.149,0.216,0.169,0.265,0.306,0.313,0.338,0.103,0.067,0.4,0.296,100,112
Kris Bryant,2022,2023,COL,COL,30,31,181,335,127,74,0.37,0.302,0.094,0.087,0.149,0.203,0.169,0.133,0.306,0.233,0.338,0.27,0.067,0.06,0.296,0.315,112,112
Kris Bryant,2023,2024,COL,COL,31,32,335,155,74,69,0.302,0.287,0.087,0.084,0.203,0.31,0.133,0.083,0.233,0.218,0.27,0.321,0.06,0.047,0.315,0.302,112,112
Kurt Suzuki,2020,2021,WSN,LAA,36,37,129,247,102,75,0.326,0.282,0.085,0.049,0.147,0.178,0.126,0.119,0.27,0.224,0.301,0.25,0.032,0.039,0.242,0.272,101,100
Kurt Suzuki,2021,2022,LAA,LAA,37,38,247,159,75,60,0.282,0.254,0.049,0.094,0.178,0.182,0.119,0.115,0.224,0.18,0.25,0.194,0.039,0.035,0.272,0.265,100,100
Kyle Farmer,2021,2022,CIN,CIN,30,31,529,583,91,92,0.316,0.309,0.042,0.057,0.183,0.17,0.153,0.131,0.263,0.255,0.296,0.286,0.043,0.044,0.319,0.336,105,105
Kyle Farmer,2022,2023,CIN,MIN,31,32,583,369,92,99,0.309,0.316,0.057,0.062,0.17,0.233,0.131,0.152,0.255,0.256,0.286,0.311,0.044,0.067,0.336,0.3289999999999999,105,102
Kyle Farmer,2023,2024,MIN,MIN,32,33,369,242,99,84,0.316,0.285,0.062,0.079,0.233,0.2019999999999999,0.152,0.14,0.256,0.214,0.311,0.252,0.067,0.054,0.3289999999999999,0.298,102,102
Kyle Farmer,2024,2025,MIN,COL,33,34,242,300,84,65,0.285,0.282,0.079,0.057,0.2019999999999999,0.22,0.14,0.137,0.214,0.227,0.252,0.268,0.054,0.061,0.298,0.352,102,112
Kyle Garlick,2021,2022,MIN,MIN,29,30,107,162,100,103,0.314,0.311,0.0559999999999999,0.049,0.299,0.296,0.232,0.2,0.232,0.233,0.286,0.277,0.132,0.0969999999999999,0.412,0.476,102,102
Kyle Higashioka,2021,2022,NYY,NYY,31,32,211,248,72,82,0.272,0.282,0.081,0.048,0.28,0.21,0.207,0.162,0.181,0.227,0.2,0.246,0.156,0.098,0.474,0.481,100,100
Kyle Higashioka,2022,2023,NYY,NYY,32,33,248,260,82,85,0.282,0.293,0.048,0.054,0.21,0.285,0.162,0.178,0.227,0.236,0.246,0.292,0.098,0.11,0.481,0.483,100,100
Kyle Higashioka,2023,2024,NYY,SDP,33,34,260,263,85,104,0.293,0.314,0.054,0.057,0.285,0.281,0.178,0.256,0.236,0.22,0.292,0.237,0.11,0.109,0.483,0.374,100,96
Kyle Higashioka,2024,2025,SDP,TEX,34,35,263,327,104,93,0.314,0.301,0.057,0.061,0.281,0.22,0.256,0.162,0.22,0.241,0.237,0.279,0.109,0.086,0.374,0.391,96,101
Kyle Isbel,2022,2023,KCR,KCR,25,26,278,313,66,76,0.265,0.286,0.0579999999999999,0.054,0.27,0.188,0.129,0.14,0.211,0.24,0.275,0.283,0.049,0.055,0.446,0.3979999999999999,104,104
Kyle Isbel,2023,2024,KCR,KCR,26,27,313,426,76,82,0.286,0.286,0.054,0.063,0.188,0.207,0.14,0.138,0.24,0.229,0.283,0.276,0.055,0.039,0.3979999999999999,0.363,104,104
Kyle Isbel,2024,2025,KCR,KCR,27,28,426,409,82,79,0.286,0.287,0.063,0.0559999999999999,0.207,0.181,0.138,0.098,0.229,0.255,0.276,0.307,0.039,0.016,0.363,0.361,104,104
Kyle Lewis,2020,2021,SEA,SEA,24,25,242,147,127,107,0.349,0.32,0.14,0.109,0.293,0.252,0.175,0.146,0.262,0.246,0.341,0.307,0.1169999999999999,0.14,0.35,0.376,91,91
Kyle Manzardo,2024,2025,CLE,CLE,23,24,156,531,98,113,0.303,0.329,0.0579999999999999,0.09,0.263,0.254,0.186,0.221,0.234,0.234,0.29,0.265,0.095,0.118,0.4,0.4379999999999999,97,97
Kyle Schwarber,2020,2021,CHC,MULTI,27,28,224,471,91,145,0.307,0.392,0.134,0.136,0.295,0.27,0.204,0.288,0.188,0.266,0.219,0.306,0.1119999999999999,0.175,0.472,0.522,97,100
Kyle Schwarber,2021,2022,MULTI,PHI,28,29,471,669,145,129,0.392,0.355,0.136,0.129,0.27,0.299,0.288,0.286,0.266,0.218,0.306,0.24,0.175,0.201,0.522,0.544,100,101
Kyle Schwarber,2022,2023,PHI,PHI,29,30,669,720,129,118,0.355,0.35,0.129,0.175,0.299,0.299,0.286,0.277,0.218,0.197,0.24,0.209,0.201,0.1639999999999999,0.544,0.488,101,101
Kyle Schwarber,2023,2024,PHI,PHI,30,31,720,692,118,134,0.35,0.366,0.175,0.153,0.299,0.285,0.277,0.237,0.197,0.248,0.209,0.301,0.1639999999999999,0.156,0.488,0.5489999999999999,101,101
Kyle Schwarber,2024,2025,PHI,PHI,31,32,692,724,134,152,0.366,0.391,0.153,0.149,0.285,0.272,0.237,0.323,0.248,0.24,0.301,0.253,0.156,0.208,0.5489999999999999,0.596,101,101
Kyle Seager,2020,2021,SEA,SEA,32,33,248,670,119,98,0.338,0.308,0.129,0.088,0.133,0.24,0.192,0.226,0.241,0.212,0.24,0.226,0.102,0.123,0.3979999999999999,0.401,91,91
Kyle Stowers,2024,2025,MULTI,MIA,26,27,209,457,68,149,0.265,0.386,0.062,0.105,0.354,0.2739999999999999,0.125,0.256,0.208,0.288,0.319,0.356,0.109,0.19,0.513,0.52,100,101
Kyle Tucker,2020,2021,HOU,HOU,23,24,228,567,122,146,0.349,0.383,0.079,0.093,0.2019999999999999,0.159,0.244,0.263,0.268,0.294,0.303,0.304,0.091,0.1159999999999999,0.445,0.473,100,100
Kyle Tucker,2021,2022,HOU,HOU,24,25,567,609,146,130,0.383,0.348,0.093,0.0969999999999999,0.159,0.156,0.263,0.221,0.294,0.257,0.304,0.261,0.1159999999999999,0.1009999999999999,0.473,0.421,100,100
Kyle Tucker,2022,2023,HOU,HOU,25,26,609,674,130,139,0.348,0.372,0.0969999999999999,0.119,0.156,0.136,0.221,0.233,0.257,0.284,0.261,0.289,0.1009999999999999,0.104,0.421,0.4529999999999999,100,100
Kyle Tucker,2023,2024,HOU,HOU,26,27,674,339,139,179,0.372,0.419,0.119,0.165,0.136,0.159,0.233,0.296,0.284,0.289,0.289,0.282,0.104,0.127,0.4529999999999999,0.4429999999999999,100,100
Kyle Tucker,2024,2025,HOU,CHC,27,28,339,597,179,136,0.419,0.363,0.165,0.146,0.159,0.147,0.296,0.198,0.289,0.266,0.282,0.282,0.127,0.108,0.4429999999999999,0.402,100,97
LaMonte Wade Jr.,2021,2022,SFG,SFG,27,28,381,251,118,93,0.343,0.298,0.087,0.104,0.2339999999999999,0.203,0.229,0.152,0.253,0.207,0.289,0.233,0.106,0.095,0.417,0.3429999999999999,97,97
LaMonte Wade Jr.,2022,2023,SFG,SFG,28,29,251,519,93,120,0.298,0.347,0.104,0.146,0.203,0.183,0.152,0.161,0.207,0.256,0.233,0.29,0.095,0.091,0.3429999999999999,0.3979999999999999,97,97
LaMonte Wade Jr.,2023,2024,SFG,SFG,29,30,519,401,120,119,0.347,0.337,0.146,0.155,0.183,0.2239999999999999,0.161,0.121,0.256,0.26,0.29,0.331,0.091,0.094,0.3979999999999999,0.441,97,97
LaMonte Wade Jr.,2024,2025,SFG,MULTI,30,31,401,242,119,52,0.337,0.241,0.155,0.1119999999999999,0.2239999999999999,0.24,0.121,0.086,0.26,0.167,0.331,0.22,0.094,0.045,0.441,0.318,97,100
Lane Thomas,2021,2022,MULTI,WSN,25,26,264,548,104,98,0.328,0.308,0.14,0.075,0.239,0.241,0.177,0.163,0.235,0.241,0.293,0.291,0.073,0.065,0.457,0.345,100,101
Lane Thomas,2022,2023,WSN,WSN,26,27,548,682,98,109,0.308,0.334,0.075,0.053,0.241,0.258,0.163,0.201,0.241,0.268,0.291,0.325,0.065,0.096,0.345,0.407,101,101
Lane Thomas,2023,2024,WSN,MULTI,27,28,682,528,109,99,0.334,0.309,0.053,0.083,0.258,0.259,0.201,0.163,0.268,0.237,0.325,0.298,0.096,0.074,0.407,0.406,101,100
Lane Thomas,2024,2025,MULTI,CLE,28,29,528,142,99,48,0.309,0.235,0.083,0.099,0.259,0.31,0.163,0.112,0.237,0.16,0.298,0.203,0.074,0.048,0.406,0.313,100,97
Lars Nootbaar,2021,2022,STL,STL,23,24,124,347,99,123,0.316,0.342,0.105,0.147,0.226,0.205,0.183,0.221,0.239,0.228,0.273,0.248,0.048,0.121,0.361,0.46,100,100
Lars Nootbaar,2022,2023,STL,STL,24,25,347,503,123,118,0.342,0.344,0.147,0.143,0.205,0.1969999999999999,0.221,0.157,0.228,0.261,0.248,0.307,0.121,0.088,0.46,0.3779999999999999,100,100
Lars Nootbaar,2023,2024,STL,STL,25,26,503,405,118,114,0.344,0.331,0.143,0.128,0.1969999999999999,0.195,0.157,0.172,0.261,0.244,0.307,0.281,0.088,0.099,0.3779999999999999,0.495,100,100
Lars Nootbaar,2024,2025,STL,STL,26,27,405,583,114,96,0.331,0.304,0.128,0.11,0.195,0.204,0.172,0.128,0.244,0.234,0.281,0.279,0.099,0.102,0.495,0.5,100,100
Lawrence Butler,2023,2024,OAK,OAK,22,23,129,451,59,130,0.251,0.345,0.031,0.078,0.271,0.239,0.13,0.228,0.211,0.262,0.259,0.301,0.09,0.11,0.371,0.474,97,97
Lawrence Butler,2024,2025,OAK,ATH,23,24,451,630,130,96,0.345,0.31,0.078,0.094,0.239,0.284,0.228,0.17,0.262,0.234,0.301,0.304,0.11,0.092,0.474,0.444,97,97
Lenyn Sosa,2023,2024,CHW,CHW,23,24,173,369,48,81,0.241,0.28,0.0289999999999999,0.033,0.231,0.209,0.146,0.105,0.201,0.254,0.227,0.303,0.078,0.061,0.3829999999999999,0.412,99,99
Lenyn Sosa,2024,2025,CHW,CHW,24,25,369,544,81,100,0.28,0.313,0.033,0.033,0.209,0.233,0.105,0.17,0.254,0.264,0.303,0.309,0.061,0.104,0.412,0.4379999999999999,99,99
Leody Taveras,2020,2021,TEX,TEX,21,22,134,185,93,28,0.307,0.209,0.104,0.049,0.321,0.324,0.168,0.109,0.227,0.161,0.319,0.225,0.065,0.061,0.416,0.357,101,101
Leody Taveras,2021,2022,TEX,TEX,22,23,185,341,28,93,0.209,0.297,0.049,0.062,0.324,0.258,0.109,0.105,0.161,0.261,0.225,0.344,0.061,0.043,0.357,0.361,101,101
Leody Taveras,2022,2023,TEX,TEX,23,24,341,554,93,101,0.297,0.316,0.062,0.063,0.258,0.211,0.105,0.155,0.261,0.266,0.344,0.318,0.043,0.072,0.361,0.431,101,101
Leody Taveras,2023,2024,TEX,TEX,24,25,554,529,101,84,0.316,0.282,0.063,0.079,0.211,0.212,0.155,0.123,0.266,0.229,0.318,0.272,0.072,0.059,0.431,0.355,101,101
Leody Taveras,2024,2025,TEX,MULTI,25,26,529,180,84,47,0.282,0.23,0.079,0.0279999999999999,0.212,0.278,0.123,0.099,0.229,0.205,0.272,0.269,0.059,0.064,0.355,0.352,101,100
Leury Garcia,2021,2022,CHW,CHW,30,31,474,315,96,38,0.312,0.221,0.086,0.022,0.205,0.206,0.108,0.057,0.267,0.21,0.333,0.255,0.033,0.042,0.325,0.354,99,99
Lewin Diaz,2021,2022,MIA,MIA,24,25,128,174,78,40,0.288,0.228,0.047,0.063,0.258,0.31,0.246,0.119,0.205,0.169,0.21,0.214,0.1009999999999999,0.0559999999999999,0.36,0.287,101,101
Lewis Brinson,2020,2021,MIA,MIA,26,27,112,290,72,69,0.275,0.275,0.054,0.045,0.268,0.248,0.142,0.15,0.226,0.226,0.288,0.273,0.079,0.064,0.368,0.377,101,101
Logan O'Hoppe,2023,2024,LAA,LAA,23,24,199,522,113,102,0.337,0.311,0.07,0.063,0.241,0.297,0.264,0.165,0.236,0.244,0.24,0.318,0.156,0.12,0.467,0.4629999999999999,100,100
Logan O'Hoppe,2024,2025,LAA,LAA,24,25,522,451,102,72,0.311,0.273,0.063,0.053,0.297,0.308,0.165,0.158,0.244,0.213,0.318,0.267,0.12,0.133,0.4629999999999999,0.469,100,100
Lorenzo Cain,2021,2022,MIL,MIL,35,36,286,156,98,32,0.319,0.212,0.091,0.051,0.168,0.231,0.144,0.055,0.257,0.179,0.287,0.229,0.043,0.0,0.376,0.364,97,97
Lourdes Gurriel Jr.,2020,2021,TOR,TOR,26,27,224,541,134,107,0.372,0.333,0.063,0.059,0.214,0.1889999999999999,0.226,0.19,0.308,0.276,0.351,0.305,0.1169999999999999,0.096,0.494,0.43,100,100
Lourdes Gurriel Jr.,2021,2022,TOR,TOR,27,28,541,493,107,115,0.333,0.327,0.059,0.063,0.1889999999999999,0.168,0.19,0.108,0.276,0.291,0.305,0.346,0.096,0.038,0.43,0.456,100,100
Lourdes Gurriel Jr.,2022,2023,TOR,ARI,28,29,493,592,115,105,0.327,0.329,0.063,0.0559999999999999,0.168,0.174,0.108,0.201,0.291,0.261,0.346,0.282,0.038,0.084,0.456,0.46,100,101
Lourdes Gurriel Jr.,2023,2024,ARI,ARI,29,30,592,553,105,108,0.329,0.327,0.0559999999999999,0.052,0.174,0.183,0.201,0.156,0.261,0.279,0.282,0.313,0.084,0.067,0.46,0.4,101,101
Lourdes Gurriel Jr.,2024,2025,ARI,ARI,30,31,553,546,108,95,0.327,0.307,0.052,0.057,0.183,0.139,0.156,0.17,0.279,0.248,0.313,0.254,0.067,0.072,0.4,0.3829999999999999,101,101
